symbol,name,sector,source_etfs
NVDA,NVIDIA CORP,Information Technology,IVV
AAPL,APPLE INC,Information Technology,IVV
MSFT,MICROSOFT CORP,Information Technology,IVV
AMZN,AMAZON.COM INC,Consumer Discretionary,IVV
GOOGL,ALPHABET INC CLASS A,Communication,IVV
AVGO,BROADCOM INC,Information Technology,IVV
GOOG,ALPHABET INC CLASS C,Communication,IVV
META,META PLATFORMS INC CLASS A,Communication,IVV
TSLA,TESLA INC,Consumer Discretionary,IVV
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,IVV
JPM,JPMORGAN CHASE & CO,Financials,IVV
LLY,ELI LILLY,Health Care,IVV
XOM,EXXON MOBIL CORP,Energy,IVV
MU,MICRON TECHNOLOGY INC,Information Technology,IVV
WMT,WALMART INC,Consumer Staples,IVV
AMD,ADVANCED MICRO DEVICES INC,Information Technology,IVV
V,VISA INC CLASS A,Financials,IVV
JNJ,JOHNSON & JOHNSON,Health Care,IVV
COST,COSTCO WHOLESALE CORP,Consumer Staples,IVV
INTC,INTEL CORPORATION CORP,Information Technology,IVV
CAT,CATERPILLAR INC,Industrials,IVV
MA,MASTERCARD INC CLASS A,Financials,IVV
NFLX,NETFLIX INC,Communication,IVV
ABBV,ABBVIE INC,Health Care,IVV
CVX,CHEVRON CORP,Energy,IVV
CSCO,CISCO SYSTEMS INC,Information Technology,IVV
BAC,BANK OF AMERICA CORP,Financials,IVV
PG,PROCTER & GAMBLE,Consumer Staples,IVV
UNH,UNITEDHEALTH GROUP INC,Health Care,IVV
HD,HOME DEPOT INC,Consumer Discretionary,IVV
LRCX,LAM RESEARCH CORP,Information Technology,IVV
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,IVV
AMAT,APPLIED MATERIAL INC,Information Technology,IVV
KO,COCA-COLA,Consumer Staples,IVV
GE,GE AEROSPACE,Industrials,IVV
GEV,GE VERNOVA INC,Industrials,IVV
GS,GOLDMAN SACHS GROUP INC,Financials,IVV
ORCL,ORACLE CORP,Information Technology,IVV
MRK,MERCK & CO INC,Health Care,IVV
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,IVV
TXN,TEXAS INSTRUMENT INC,Information Technology,IVV
WFC,WELLS FARGO,Financials,IVV
RTX,RTX CORP,Industrials,IVV
LIN,LINDE PLC,Materials,IVV
KLAC,KLA CORP,Information Technology,IVV
MS,MORGAN STANLEY,Financials,IVV
C,CITIGROUP INC,Financials,IVV
PEP,PEPSICO INC,Consumer Staples,IVV
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,IVV
MCD,MCDONALDS CORP,Consumer Discretionary,IVV
NEE,NEXTERA ENERGY INC,Utilities,IVV
VZ,VERIZON COMMUNICATIONS INC,Communication,IVV
ADI,ANALOG DEVICES INC,Information Technology,IVV
QCOM,QUALCOMM INC,Information Technology,IVV
AMGN,AMGEN INC,Health Care,IVV
DIS,WALT DISNEY,Communication,IVV
T,AT&T INC,Communication,IVV
APH,AMPHENOL CORP CLASS A,Information Technology,IVV
TMO,THERMO FISHER SCIENTIFIC INC,Health Care,IVV
BA,BOEING,Industrials,IVV
ANET,ARISTA NETWORKS INC,Information Technology,IVV
TJX,TJX INC,Consumer Discretionary,IVV
AXP,AMERICAN EXPRESS,Financials,IVV
ETN,EATON PLC,Industrials,IVV
CRM,SALESFORCE INC,Information Technology,IVV
ISRG,INTUITIVE SURGICAL INC,Health Care,IVV
GILD,GILEAD SCIENCES INC,Health Care,IVV
SNDK,SANDISK CORP,Information Technology,IVV
UNP,UNION PACIFIC CORP,Industrials,IVV
ABT,ABBOTT LABORATORIES,Health Care,IVV
COP,CONOCOPHILLIPS,Energy,IVV
BLK,BLACKROCK INC,Financials,IVV
UBER,UBER TECHNOLOGIES INC,Industrials,IVV
SCHW,CHARLES SCHWAB CORP,Financials,IVV
PFE,PFIZER INC,Health Care,IVV
WELL,WELLTOWER INC,Real Estate,IVV
DE,DEERE,Industrials,IVV
WDC,WESTERN DIGITAL CORP,Information Technology,IVV
STX,SEAGATE TECHNOLOGY HOLDINGS PLC,Information Technology,IVV
PANW,PALO ALTO NETWORKS INC,Information Technology,IVV
HON,HONEYWELL INTERNATIONAL INC,Industrials,IVV
BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,IVV
LOW,LOWES COMPANIES INC,Consumer Discretionary,IVV
PLD,PROLOGIS REIT INC,Real Estate,IVV
SPGI,S&P GLOBAL INC,Financials,IVV
GLW,CORNING INC,Information Technology,IVV
VRT,VERTIV HOLDINGS CLASS A,Industrials,IVV
BMY,BRISTOL MYERS SQUIBB,Health Care,IVV
MO,ALTRIA GROUP INC,Consumer Staples,IVV
NEM,NEWMONT,Materials,IVV
APP,APPLOVIN CORP CLASS A,Information Technology,IVV
SBUX,STARBUCKS CORP,Consumer Discretionary,IVV
COF,CAPITAL ONE FINANCIAL CORP,Financials,IVV
CB,CHUBB,Financials,IVV
PGR,PROGRESSIVE CORP,Financials,IVV
PH,PARKER-HANNIFIN CORP,Industrials,IVV
DHR,DANAHER CORP,Health Care,IVV
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,IVV
ACN,ACCENTURE PLC CLASS A,Information Technology,IVV
TT,TRANE TECHNOLOGIES PLC,Industrials,IVV
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,IVV
SYK,STRYKER CORP,Health Care,IVV
PWR,QUANTA SERVICES INC,Industrials,IVV
INTU,INTUIT INC,Information Technology,IVV
SO,SOUTHERN,Utilities,IVV
EQIX,EQUINIX REIT INC,Real Estate,IVV
CVS,CVS HEALTH CORP,Health Care,IVV
LMT,LOCKHEED MARTIN CORP,Industrials,IVV
MDT,MEDTRONIC PLC,Health Care,IVV
CME,CME GROUP INC CLASS A,Financials,IVV
ADBE,ADOBE INC,Information Technology,IVV
DUK,DUKE ENERGY CORP,Utilities,IVV
MCK,MCKESSON CORP,Health Care,IVV
CEG,CONSTELLATION ENERGY CORP,Utilities,IVV
HWM,HOWMET AEROSPACE INC,Industrials,IVV
CMCSA,COMCAST CORP CLASS A,Communication,IVV
BX,BLACKSTONE INC,Financials,IVV
WMB,WILLIAMS INC,Energy,IVV
CMI,CUMMINS INC,Industrials,IVV
TMUS,T MOBILE US INC,Communication,IVV
BK,BANK OF NEW YORK MELLON CORP,Financials,IVV
NOW,SERVICENOW INC,Information Technology,IVV
SNPS,SYNOPSYS INC,Information Technology,IVV
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,IVV
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,IVV
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,IVV
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,IVV
USB,US BANCORP,Financials,IVV
GD,GENERAL DYNAMICS CORP,Industrials,IVV
FDX,FEDEX CORP,Industrials,IVV
WM,WASTE MANAGEMENT INC,Industrials,IVV
AMT,AMERICAN TOWER REIT CORP,Real Estate,IVV
BSX,BOSTON SCIENTIFIC CORP,Health Care,IVV
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,IVV
SLB,SLB NV,Energy,IVV
CSX,CSX CORP,Industrials,IVV
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,IVV
ELV,ELEVANCE HEALTH INC,Health Care,IVV
FCX,FREEPORT MCMORAN INC,Materials,IVV
MRSH,MARSH INC,Financials,IVV
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,IVV
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,IVV
CRH,CRH PUBLIC LIMITED PLC,Materials,IVV
EMR,EMERSON ELECTRIC,Industrials,IVV
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,IVV
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,IVV
NOC,NORTHROP GRUMMAN CORP,Industrials,IVV
MMM,3M,Industrials,IVV
VLO,VALERO ENERGY CORP,Energy,IVV
CI,CIGNA,Health Care,IVV
EOG,EOG RESOURCES INC,Energy,IVV
CIEN,CIENA CORP,Information Technology,IVV
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,IVV
AEP,AMERICAN ELECTRIC POWER INC,Utilities,IVV
SHW,SHERWIN WILLIAMS,Materials,IVV
NXPI,NXP SEMICONDUCTORS NV,Information Technology,IVV
ROST,ROSS STORES INC,Consumer Discretionary,IVV
MPC,MARATHON PETROLEUM CORP,Energy,IVV
MSI,MOTOROLA SOLUTIONS INC,Information Technology,IVV
PSX,PHILLIPS 66,Energy,IVV
KKR,KKR AND CO INC,Financials,IVV
REGN,REGENERON PHARMACEUTICALS INC,Health Care,IVV
NSC,NORFOLK SOUTHERN CORP,Industrials,IVV
MCO,MOODYS CORP,Financials,IVV
GM,GENERAL MOTORS,Consumer Discretionary,IVV
BKR,BAKER HUGHES CLASS A,Energy,IVV
CL,COLGATE-PALMOLIVE,Consumer Staples,IVV
HCA,HCA HEALTHCARE INC,Health Care,IVV
ITW,ILLINOIS TOOL INC,Industrials,IVV
WBD,WARNER BROS. DISCOVERY INC SERIES,Communication,IVV
AON,AON PLC CLASS A,Financials,IVV
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,IVV
ECL,ECOLAB INC,Materials,IVV
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,IVV
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,IVV
TRV,TRAVELERS COMPANIES INC,Financials,IVV
TDG,TRANSDIGM GROUP INC,Industrials,IVV
TFC,TRUIST FINANCIAL CORP,Financials,IVV
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,IVV
FIX,COMFORT SYSTEMS USA INC,Industrials,IVV
LITE,LUMENTUM HOLDINGS INC,Information Technology,IVV
KMI,KINDER MORGAN INC,Energy,IVV
DASH,DOORDASH INC CLASS A,Consumer Discretionary,IVV
PCAR,PACCAR INC,Industrials,IVV
TEL,TE CONNECTIVITY PLC,Information Technology,IVV
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,IVV
SRE,SEMPRA,Utilities,IVV
AZO,AUTOZONE INC,Consumer Discretionary,IVV
URI,UNITED RENTALS INC,Industrials,IVV
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,IVV
COHR,COHERENT CORP,Information Technology,IVV
COR,CENCORA INC,Health Care,IVV
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,IVV
APO,APOLLO GLOBAL MANAGEMENT INC,Financials,IVV
ABNB,AIRBNB INC CLASS A,Consumer Discretionary,IVV
CTAS,CINTAS CORP,Industrials,IVV
O,REALTY INCOME REIT CORP,Real Estate,IVV
TGT,TARGET CORP,Consumer Staples,IVV
OKE,ONEOK INC,Energy,IVV
HOOD,ROBINHOOD MARKETS INC CLASS A,Financials,IVV
ALL,ALLSTATE CORP,Financials,IVV
CVNA,CARVANA CLASS A,Consumer Discretionary,IVV
TRGP,TARGA RESOURCES CORP,Energy,IVV
D,DOMINION ENERGY INC,Utilities,IVV
MNST,MONSTER BEVERAGE CORP,Consumer Staples,IVV
CTVA,CORTEVA INC,Materials,IVV
AME,AMETEK INC,Industrials,IVV
TER,TERADYNE INC,Information Technology,IVV
ETR,ENTERGY CORP,Utilities,IVV
FTNT,FORTINET INC,Information Technology,IVV
AFL,AFLAC INC,Financials,IVV
AJG,ARTHUR J GALLAGHER,Financials,IVV
NKE,NIKE INC CLASS B,Consumer Discretionary,IVV
CARR,CARRIER GLOBAL CORP,Industrials,IVV
FAST,FASTENAL,Industrials,IVV
NUE,NUCOR CORP,Materials,IVV
GWW,WW GRAINGER INC,Industrials,IVV
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,IVV
VST,VISTRA CORP,Utilities,IVV
ADSK,AUTODESK INC,Information Technology,IVV
XEL,XCEL ENERGY INC,Utilities,IVV
ZTS,ZOETIS INC CLASS A,Health Care,IVV
EW,EDWARDS LIFESCIENCES CORP,Health Care,IVV
PSA,PUBLIC STORAGE REIT,Real Estate,IVV
F,FORD MOTOR CO,Consumer Discretionary,IVV
EXC,EXELON CORP,Utilities,IVV
EBAY,EBAY INC,Consumer Discretionary,IVV
PYPL,PAYPAL HOLDINGS INC,Financials,IVV
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,IVV
ROK,ROCKWELL AUTOMATION INC,Industrials,IVV
FITB,FIFTH THIRD BANCORP,Financials,IVV
EA,ELECTRONIC ARTS INC,Communication,IVV
CAH,CARDINAL HEALTH INC,Health Care,IVV
IDXX,IDEXX LABORATORIES INC,Health Care,IVV
YUM,YUM BRANDS INC,Consumer Discretionary,IVV
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,IVV
DAL,DELTA AIR LINES INC,Industrials,IVV
MET,METLIFE INC,Financials,IVV
OXY,OCCIDENTAL PETROLEUM CORP,Energy,IVV
MSCI,MSCI INC,Financials,IVV
DDOG,DATADOG INC CLASS A,Information Technology,IVV
AMP,AMERIPRISE FINANCE INC,Financials,IVV
STT,STATE STREET CORP,Financials,IVV
BDX,BECTON DICKINSON,Health Care,IVV
RSG,REPUBLIC SERVICES INC,Industrials,IVV
COIN,COINBASE GLOBAL INC CLASS A,Financials,IVV
VTR,VENTAS REIT INC,Real Estate,IVV
CBRE,CBRE GROUP INC CLASS A,Real Estate,IVV
DHI,D R HORTON INC,Consumer Discretionary,IVV
NDAQ,NASDAQ INC,Financials,IVV
GRMN,GARMIN LTD,Consumer Discretionary,IVV
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,IVV
ED,CONSOLIDATED EDISON INC,Utilities,IVV
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,IVV
KDP,KEURIG DR PEPPER INC,Consumer Staples,IVV
FANG,DIAMONDBACK ENERGY INC,Energy,IVV
EME,EMCOR GROUP INC,Industrials,IVV
VMC,VULCAN MATERIALS,Materials,IVV
ON,ON SEMICONDUCTOR CORP,Information Technology,IVV
KR,KROGER,Consumer Staples,IVV
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,IVV
CCI,CROWN CASTLE INC,Real Estate,IVV
XYZ,BLOCK INC CLASS A,Financials,IVV
WEC,WEC ENERGY GROUP INC,Utilities,IVV
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,IVV
HIG,HARTFORD INSURANCE GROUP INC,Financials,IVV
ROP,ROPER TECHNOLOGIES INC,Information Technology,IVV
EQT,EQT CORP,Energy,IVV
MLM,MARTIN MARIETTA MATERIALS INC,Materials,IVV
IRM,IRON MOUNTAIN INC,Real Estate,IVV
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,IVV
PCG,PG&E CORP,Utilities,IVV
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,IVV
SYY,SYSCO CORP,Consumer Staples,IVV
JBL,JABIL INC,Information Technology,IVV
HAL,HALLIBURTON,Energy,IVV
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Financials,IVV
PRU,PRUDENTIAL FINANCIAL INC,Financials,IVV
HBAN,HUNTINGTON BANCSHARES INC,Financials,IVV
ACGL,ARCH CAPITAL GROUP LTD,Financials,IVV
FISV,FISERV INC,Financials,IVV
KVUE,KENVUE INC,Consumer Staples,IVV
MTB,M&T BANK CORP,Financials,IVV
NRG,NRG ENERGY INC,Utilities,IVV
A,AGILENT TECHNOLOGIES INC,Health Care,IVV
KMB,KIMBERLY CLARK CORP,Consumer Staples,IVV
VICI,VICI PPTYS INC,Real Estate,IVV
DVN,DEVON ENERGY CORP,Energy,IVV
AXON,AXON ENTERPRISE INC,Industrials,IVV
DTE,DTE ENERGY,Utilities,IVV
ATO,ATMOS ENERGY CORP,Utilities,IVV
AEE,AMEREN CORP,Utilities,IVV
CBOE,CBOE GLOBAL MARKETS INC,Financials,IVV
STLD,STEEL DYNAMICS INC,Materials,IVV
RMD,RESMED INC,Health Care,IVV
NTRS,NORTHERN TRUST CORP,Financials,IVV
DOV,DOVER CORP,Industrials,IVV
CCL,CARNIVAL CORP,Consumer Discretionary,IVV
CASY,CASEYS GENERAL STORES INC,Consumer Staples,IVV
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,IVV
WAT,WATERS CORP,Health Care,IVV
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,IVV
OTIS,OTIS WORLDWIDE CORP,Industrials,IVV
PAYX,PAYCHEX INC,Industrials,IVV
CPRT,COPART INC,Industrials,IVV
Q,QNITY ELECTRONICS INC,Information Technology,IVV
TPR,TAPESTRY INC,Consumer Discretionary,IVV
UAL,UNITED AIRLINES HOLDINGS INC,Industrials,IVV
EXPE,EXPEDIA GROUP INC,Consumer Discretionary,IVV
DOW,DOW INC,Materials,IVV
XYL,XYLEM INC,Industrials,IVV
HUM,HUMANA INC,Health Care,IVV
CNP,CENTERPOINT ENERGY INC,Utilities,IVV
IR,INGERSOLL RAND INC,Industrials,IVV
BIIB,BIOGEN INC,Health Care,IVV
RJF,RAYMOND JAMES INC,Financials,IVV
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,IVV
PPL,PPL CORP,Utilities,IVV
CFG,CITIZENS FINANCIAL GROUP INC,Financials,IVV
HSY,HERSHEY FOODS,Consumer Staples,IVV
CTRA,COTERRA ENERGY INC,Energy,IVV
HUBB,HUBBELL INC,Industrials,IVV
IQV,IQVIA HOLDINGS INC,Health Care,IVV
EIX,EDISON INTERNATIONAL,Utilities,IVV
ES,EVERSOURCE ENERGY,Utilities,IVV
SYF,SYNCHRONY FINANCIAL,Financials,IVV
WDAY,WORKDAY INC CLASS A,Information Technology,IVV
MTD,METTLER TOLEDO INC,Health Care,IVV
AVB,AVALONBAY COMMUNITIES REIT INC,Real Estate,IVV
VRSK,VERISK ANALYTICS INC,Industrials,IVV
TPL,TEXAS PACIFIC LAND CORP,Energy,IVV
CINF,CINCINNATI FINANCIAL CORP,Financials,IVV
DG,DOLLAR GENERAL CORP,Consumer Staples,IVV
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,IVV
CNC,CENTENE CORP,Health Care,IVV
AWK,AMERICAN WATER WORKS INC,Utilities,IVV
LYV,LIVE NATION ENTERTAINMENT INC,Communication,IVV
RF,REGIONS FINANCIAL CORP,Financials,IVV
FE,FIRSTENERGY CORP,Utilities,IVV
WTW,WILLIS TOWERS WATSON PLC,Financials,IVV
PPG,PPG INDUSTRIES INC,Materials,IVV
EXE,EXPAND ENERGY CORP,Energy,IVV
FICO,FAIR ISAAC CORP,Information Technology,IVV
ARES,ARES MANAGEMENT CORP CLASS A,Financials,IVV
OMC,OMNICOM GROUP INC,Communication,IVV
FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,IVV
ULTA,ULTA BEAUTY INC,Consumer Discretionary,IVV
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,IVV
CMS,CMS ENERGY CORP,Utilities,IVV
PHM,PULTEGROUP INC,Consumer Discretionary,IVV
ALB,ALBEMARLE CORP,Materials,IVV
NI,NISOURCE INC,Utilities,IVV
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,IVV
CHD,CHURCH AND DWIGHT INC,Consumer Staples,IVV
DXCM,DEXCOM INC,Health Care,IVV
TROW,T ROWE PRICE GROUP INC,Financials,IVV
EQR,EQUITY RESIDENTIAL REIT,Real Estate,IVV
VRSN,VERISIGN INC,Information Technology,IVV
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,IVV
NTAP,NETAPP INC,Information Technology,IVV
VLTO,VERALTO CORP,Industrials,IVV
FSLR,FIRST SOLAR INC,Information Technology,IVV
WSM,WILLIAMS SONOMA INC,Consumer Discretionary,IVV
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,IVV
CPAY,CORPAY INC,Financials,IVV
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,IVV
DGX,QUEST DIAGNOSTICS INC,Health Care,IVV
LH,LABCORP HOLDINGS INC,Health Care,IVV
STE,STERIS,Health Care,IVV
EFX,EQUIFAX INC,Industrials,IVV
KEY,KEYCORP,Financials,IVV
SW,SMURFIT WESTROCK PLC,Materials,IVV
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,IVV
WRB,WR BERKLEY CORP,Financials,IVV
SNA,SNAP ON INC,Industrials,IVV
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,IVV
LEN,LENNAR A CORP CLASS A,Consumer Discretionary,IVV
CF,CF INDUSTRIES HOLDINGS INC,Materials,IVV
KHC,KRAFT HEINZ,Consumer Staples,IVV
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,IVV
HPQ,HP INC,Information Technology,IVV
PKG,PACKAGING CORP OF AMERICA,Materials,IVV
EVRG,EVERGY INC,Utilities,IVV
LDOS,LEIDOS HOLDINGS INC,Industrials,IVV
L,LOEWS CORP,Financials,IVV
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,IVV
LNT,ALLIANT ENERGY CORP,Utilities,IVV
GIS,GENERAL MILLS INC,Consumer Staples,IVV
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,IVV
